,LCIA,database,product,Scenario,imp_cat,imp_yr
80,background,ei391_Image_SSP2_RCP26_50,"inorganic phosphorus fertiliser, as P2O5",S0_compost,ADP,0.006322007453172817
81,background,ei391_Image_SSP2_RCP26_50,"inorganic phosphorus fertiliser, as P2O5",S0_compost,FE,0.07399057693380287
82,background,ei391_Image_SSP2_RCP26_50,"inorganic phosphorus fertiliser, as P2O5",S0_compost,GWP100,373.35150566062237
83,background,ei391_Image_SSP2_RCP26_50,"inorganic phosphorus fertiliser, as P2O5",S0_compost,ME,0.04494270272097722
84,background,ei391_Image_SSP2_RCP26_50,"inorganic phosphorus fertiliser, as P2O5",S0_compost,WC,5.7075504290791494
85,background,ei391_Image_SSP2_RCP26_50,"inorganic potassium fertiliser, as K2O",S0_compost,ADP,0.04325186462318572
86,background,ei391_Image_SSP2_RCP26_50,"inorganic potassium fertiliser, as K2O",S0_compost,FE,0.3678185068097571
87,background,ei391_Image_SSP2_RCP26_50,"inorganic potassium fertiliser, as K2O",S0_compost,GWP100,2497.2548704421333
88,background,ei391_Image_SSP2_RCP26_50,"inorganic potassium fertiliser, as K2O",S0_compost,ME,0.2914352201478972
89,background,ei391_Image_SSP2_RCP26_50,"inorganic potassium fertiliser, as K2O",S0_compost,WC,34.656438279716234
90,background,ei391,Ammonium sulphate at WWTP,S0_compost,FE_Reg,0.0
91,background,ei391,Ammonium sulphate at WWTP,S0_compost,ME_Reg,0.0
92,background,ei391,Struvite at WWTP,S0_compost,FE_Reg,0.0
93,background,ei391,Struvite at WWTP,S0_compost,ME_Reg,0.0
94,background,ei391,"compost, market for compost Metropolitan Area of Barcelona",S0_compost,FE_Reg,-0.9687851006182813
95,background,ei391,"compost, market for compost Metropolitan Area of Barcelona",S0_compost,ME_Reg,-0.06616040140432906
96,background,ei391,"inorganic nitrogen fertiliser, as N",S0_compost,FE_Reg,1.1946607084407623
97,background,ei391,"inorganic nitrogen fertiliser, as N",S0_compost,ME_Reg,1.1033735639163165
98,background,ei391,"inorganic phosphorus fertiliser, as P2O5",S0_compost,FE_Reg,0.12373248338663523
99,background,ei391,"inorganic phosphorus fertiliser, as P2O5",S0_compost,ME_Reg,0.048749873469119194
100,background,ei391,"inorganic potassium fertiliser, as K2O",S0_compost,FE_Reg,0.6001744264686876
101,background,ei391,"inorganic potassium fertiliser, as K2O",S0_compost,ME_Reg,0.31096310791712817
102,background,ei391_Image_SSP2_Base_50,Ammonium sulphate at WWTP,S0_compost,FE_Reg,0.0
103,background,ei391_Image_SSP2_Base_50,Ammonium sulphate at WWTP,S0_compost,ME_Reg,0.0
104,background,ei391_Image_SSP2_Base_50,Struvite at WWTP,S0_compost,FE_Reg,0.0
105,background,ei391_Image_SSP2_Base_50,Struvite at WWTP,S0_compost,ME_Reg,0.0
106,background,ei391_Image_SSP2_Base_50,"compost, market for compost Metropolitan Area of Barcelona",S0_compost,FE_Reg,-8.02582259718675
107,background,ei391_Image_SSP2_Base_50,"compost, market for compost Metropolitan Area of Barcelona",S0_compost,ME_Reg,-0.435506651052589
108,background,ei391_Image_SSP2_Base_50,"inorganic nitrogen fertiliser, as N",S0_compost,FE_Reg,1.6687999575151808
109,background,ei391_Image_SSP2_Base_50,"inorganic nitrogen fertiliser, as N",S0_compost,ME_Reg,1.1242574425380976
110,background,ei391_Image_SSP2_Base_50,"inorganic phosphorus fertiliser, as P2O5",S0_compost,FE_Reg,0.17417627650565742
111,background,ei391_Image_SSP2_Base_50,"inorganic phosphorus fertiliser, as P2O5",S0_compost,ME_Reg,0.05095338556470433
112,background,ei391_Image_SSP2_Base_50,"inorganic potassium fertiliser, as K2O",S0_compost,FE_Reg,0.8522247069536193
113,background,ei391_Image_SSP2_Base_50,"inorganic potassium fertiliser, as K2O",S0_compost,ME_Reg,0.32050766941567166
114,background,ei391_Image_SSP2_RCP26_50,Ammonium sulphate at WWTP,S0_compost,FE_Reg,0.0
115,background,ei391_Image_SSP2_RCP26_50,Ammonium sulphate at WWTP,S0_compost,ME_Reg,0.0
116,background,ei391_Image_SSP2_RCP26_50,Struvite at WWTP,S0_compost,FE_Reg,0.0
117,background,ei391_Image_SSP2_RCP26_50,Struvite at WWTP,S0_compost,ME_Reg,0.0
118,background,ei391_Image_SSP2_RCP26_50,"compost, market for compost Metropolitan Area of Barcelona",S0_compost,FE_Reg,-0.6278511796812559
119,background,ei391_Image_SSP2_RCP26_50,"compost, market for compost Metropolitan Area of Barcelona",S0_compost,ME_Reg,0.008969163395608434
120,background,ei391_Image_SSP2_RCP26_50,"inorganic nitrogen fertiliser, as N",S0_compost,FE_Reg,0.6880884859091388
121,background,ei391_Image_SSP2_RCP26_50,"inorganic nitrogen fertiliser, as N",S0_compost,ME_Reg,1.0655551788087814
122,background,ei391_Image_SSP2_RCP26_50,"inorganic phosphorus fertiliser, as P2O5",S0_compost,FE_Reg,0.07399057693380287
123,background,ei391_Image_SSP2_RCP26_50,"inorganic phosphorus fertiliser, as P2O5",S0_compost,ME_Reg,0.04494270272097722
124,background,ei391_Image_SSP2_RCP26_50,"inorganic potassium fertiliser, as K2O",S0_compost,FE_Reg,0.3678185068097571
125,background,ei391_Image_SSP2_RCP26_50,"inorganic potassium fertiliser, as K2O",S0_compost,ME_Reg,0.2914352201478972
126,foreground,ei391,Phosphate,S0_compost,FE,0.42383945551584157
127,foreground,ei391,Phosphate,S0_compost,FE_Reg,0.000903873433619297
128,foreground,ei391,CH4,S0_compost,GWP100,0.0
129,foreground,ei391,CO2,S0_compost,GWP100,0.0
130,foreground,ei391,N2O,S0_compost,GWP100,8284.533629545223
131,foreground,ei391,Nitrate,S0_compost,ME,67.64650670948977
132,foreground,ei391,Nitrate,S0_compost,ME_Reg,260.73488393970143
133,foreground,ei391,Irrigation,S0_compost,WC,23652.19407986375
134,foreground,ei391_Image_SSP2_Base_50,Phosphate,S0_compost,FE,0.42383945551584157
135,foreground,ei391_Image_SSP2_Base_50,Phosphate,S0_compost,FE_Reg,0.000903873433619297
136,foreground,ei391_Image_SSP2_Base_50,CH4,S0_compost,GWP100,0.0
137,foreground,ei391_Image_SSP2_Base_50,CO2,S0_compost,GWP100,0.0
138,foreground,ei391_Image_SSP2_Base_50,N2O,S0_compost,GWP100,8284.533629545223
139,foreground,ei391_Image_SSP2_Base_50,Nitrate,S0_compost,ME,67.64650670948977
140,foreground,ei391_Image_SSP2_Base_50,Nitrate,S0_compost,ME_Reg,260.73488393970143
141,foreground,ei391_Image_SSP2_Base_50,Irrigation,S0_compost,WC,23652.19407986375
142,foreground,ei391_Image_SSP2_RCP26_50,Phosphate,S0_compost,FE,0.42383945551584157
143,foreground,ei391_Image_SSP2_RCP26_50,Phosphate,S0_compost,FE_Reg,0.000903873433619297
144,foreground,ei391_Image_SSP2_RCP26_50,CH4,S0_compost,GWP100,0.0
145,foreground,ei391_Image_SSP2_RCP26_50,CO2,S0_compost,GWP100,0.0
146,foreground,ei391_Image_SSP2_RCP26_50,N2O,S0_compost,GWP100,8284.533629545223
147,foreground,ei391_Image_SSP2_RCP26_50,Nitrate,S0_compost,ME,67.64650670948977
148,foreground,ei391_Image_SSP2_RCP26_50,Nitrate,S0_compost,ME_Reg,260.73488393970143
149,foreground,ei391_Image_SSP2_RCP26_50,Irrigation,S0_compost,WC,23652.19407986375
